brand,name,city,lat,lon,shop,osm_id,type,key
LIDL,Lidl,,37.6270666,12.7420868,supermarket,2605215379,node,LIDL|
LIDL,Lidl,,38.1623942,13.3124224,supermarket,5163505871,node,LIDL|
LIDL,Lidl,,37.3244305,13.6620394,supermarket,6515530305,node,LIDL|
LIDL,Lidl,,37.2732955,13.61686,supermarket,6680012607,node,LIDL|
LIDL,Lidl,,38.0104783,12.566358,supermarket,6815675685,node,LIDL|
LIDL,Lidl,,38.1519724,15.5295289,supermarket,8256210287,node,LIDL|
LIDL,Lidl,,37.5073631,15.0905218,supermarket,9514236839,node,LIDL|
LIDL,Lidl,,37.5125714,15.0817846,supermarket,10833655355,node,LIDL|
LIDL,Lidl,,38.0737559,13.5016672,supermarket,13016190982,node,LIDL|
LIDL,Lidl,,38.0858732,13.4503778,supermarket,35152503,way,LIDL|
LIDL,Lidl,,37.6684749,12.5929138,supermarket,42305836,way,LIDL|
LIDL,Lidl,,38.0963539,13.3345031,supermarket,81512216,way,LIDL|
LIDL,Lidl,,37.4899532,14.038299,supermarket,132195426,way,LIDL|
LIDL,Lidl,,37.5165348,15.0982338,supermarket,162657471,way,LIDL|
LIDL,Lidl,,37.5163386,13.0671931,supermarket,249573170,way,LIDL|
LIDL,Lidl,,38.1517754,15.1905349,supermarket,264058820,way,LIDL|
LIDL,Lidl,,38.1897908,13.2955168,supermarket,285450884,way,LIDL|
LIDL,Lidl,,37.4845913,15.0079041,supermarket,303924820,way,LIDL|
LIDL,Lidl,,37.2135955,14.5215619,supermarket,422705416,way,LIDL|
LIDL,Lidl,,38.1861646,15.2694736,supermarket,462475358,way,LIDL|
LIDL,Lidl,,37.5702264,14.9150883,supermarket,464147365,way,LIDL|
LIDL,Lidl,,37.9841518,12.9497461,supermarket,476372859,way,LIDL|
LIDL,Lidl,,37.7986247,15.2058147,supermarket,490960041,way,LIDL|
LIDL,Lidl,,37.2514623,15.2094908,supermarket,521105931,way,LIDL|
LIDL,Lidl,,37.0646097,15.2741244,supermarket,686462345,way,LIDL|
LIDL,Lidl,,36.8265749,14.9637418,supermarket,700399591,way,LIDL|
LIDL,Lidl,,37.5504124,15.0630282,supermarket,701900620,way,LIDL|
LIDL,Lidl,,37.0864384,15.2776436,supermarket,750962953,way,LIDL|
LIDL,Lidl,,37.5865938,15.098583,supermarket,759752077,way,LIDL|
LIDL,Lidl,,37.5359776,15.0752944,supermarket,760850253,way,LIDL|
LIDL,Lidl,,37.5010264,15.0645371,supermarket,761308098,way,LIDL|
LIDL,Lidl,,38.0819221,15.6424579,supermarket,773865207,way,LIDL|
LIDL,Lidl,,37.5487274,14.2872335,supermarket,774742618,way,LIDL|
LIDL,Supermercato Lidl,Licata,37.1118857,13.9211271,supermarket,828146260,way,SUPERMERCATO LIDL|LICATA
LIDL,Lidl,,38.0388374,13.1074867,supermarket,844575378,way,LIDL|
LIDL,Lidl,,37.5132202,15.038508,supermarket,887604206,way,LIDL|
LIDL,Lidl,,37.4737586,15.0480465,supermarket,887604217,way,LIDL|
LIDL,Lidl,,36.9201882,15.1436716,supermarket,889974934,way,LIDL|
LIDL,Lidl,,38.1335934,13.3253884,supermarket,935470186,way,LIDL|
LIDL,Lidl,,36.8341854,14.7746862,supermarket,986756667,way,LIDL|
LIDL,Lidl,,37.8773772,14.9651353,supermarket,1033250894,way,LIDL|
LIDL,Lidl,,37.7334404,15.1861404,supermarket,1033250917,way,LIDL|
LIDL,Lidl,,37.5145305,15.0129739,supermarket,1033250921,way,LIDL|
LIDL,Lidl,,37.6618264,12.8110268,supermarket,1060098990,way,LIDL|
LIDL,Lidl,,38.1632278,13.2111461,supermarket,1080653848,way,LIDL|
LIDL,Lidl,,37.3015136,15.0029031,supermarket,1084076764,way,LIDL|
LIDL,Lidl,,36.9599195,14.5205292,supermarket,1122798026,way,LIDL|
LIDL,Lidl,,37.3570085,13.8520902,supermarket,1125569524,way,LIDL|
LIDL,Lidl,,37.1400457,14.3978648,supermarket,1190011975,way,LIDL|
LIDL,Lidl,,37.4969588,13.262112,supermarket,1238794313,way,LIDL|
LIDL,Lidl,,38.1351772,13.3315306,supermarket,1242965165,way,LIDL|
LIDL,Lidl,,38.1202774,13.3276935,supermarket,1242967393,way,LIDL|
LIDL,Lidl,,37.4895743,15.0831031,supermarket,1267526546,way,LIDL|
LIDL,Lidl,,37.2942232,13.5421065,supermarket,1282533093,way,LIDL|
LIDL,Lidl,,37.6499819,14.8482305,supermarket,1307078776,way,LIDL|
LIDL,Lidl,,36.922392,14.7104011,supermarket,1323671473,way,LIDL|
LIDL,Lidl,,38.0964291,13.3927603,supermarket,1369079347,way,LIDL|
LIDL,Lidl,,37.0902937,15.292694,supermarket,1370064637,way,LIDL|
LIDL,Lidl,,38.0388841,12.542996,supermarket,1409418156,way,LIDL|
LIDL,Lidl,,36.7317907,14.8384744,supermarket,1462690861,way,LIDL|
